Original gene set ID	Original gene set description
ENSG00000076242	MLH1 PPI subnetwork
ENSG00000076248	UNG PPI subnetwork
ENSG00000076321	KLHL20 PPI subnetwork
ENSG00000076356	PLXNA2 PPI subnetwork
ENSG00000076554	TPD52 PPI subnetwork
ENSG00000076555	ACACB PPI subnetwork
ENSG00000076604	TRAF4 PPI subnetwork
ENSG00000076641	PAG1 PPI subnetwork
ENSG00000076864	RAP1GAP PPI subnetwork
ENSG00000076924	XAB2 PPI subnetwork
ENSG00000076928	ARHGEF1 PPI subnetwork
ENSG00000076944	STXBP2 PPI subnetwork
ENSG00000076984	MAP2K7 PPI subnetwork
ENSG00000077063	CTTNBP2 PPI subnetwork
ENSG00000077080	ACTL6B PPI subnetwork
ENSG00000077097	TOP2B PPI subnetwork
ENSG00000077150	NFKB2 PPI subnetwork
ENSG00000077157	PPP1R12B PPI subnetwork
ENSG00000077235	GTF3C1 PPI subnetwork
ENSG00000077238	IL4R PPI subnetwork
ENSG00000077264	PAK3 PPI subnetwork
ENSG00000077312	SNRPA PPI subnetwork
ENSG00000077348	EXOSC5 PPI subnetwork
ENSG00000077380	DYNC1I2 PPI subnetwork
ENSG00000077420	APBB1IP PPI subnetwork
ENSG00000077454	LRCH4 PPI subnetwork
ENSG00000077514	POLD3 PPI subnetwork
ENSG00000077522	ACTN2 PPI subnetwork
ENSG00000077549	CAPZB PPI subnetwork
ENSG00000077721	UBE2A PPI subnetwork
ENSG00000077782	FGFR1 PPI subnetwork
ENSG00000077809	GTF2I PPI subnetwork
ENSG00000077942	FBLN1 PPI subnetwork
ENSG00000077943	ITGA8 PPI subnetwork
ENSG00000078018	MAP2 PPI subnetwork
ENSG00000078043	PIAS2 PPI subnetwork
ENSG00000078053	AMPH PPI subnetwork
ENSG00000078061	ARAF PPI subnetwork
ENSG00000078140	UBE2K PPI subnetwork
ENSG00000078142	PIK3C3 PPI subnetwork
ENSG00000078269	SYNJ2 PPI subnetwork
ENSG00000078295	ADCY2 PPI subnetwork
ENSG00000078304	PPP2R5C PPI subnetwork
ENSG00000078328	RBFOX1 PPI subnetwork
ENSG00000078369	GNB1 PPI subnetwork
ENSG00000078399	HOXA9 PPI subnetwork
ENSG00000078401	EDN1 PPI subnetwork
ENSG00000078403	MLLT10 PPI subnetwork
ENSG00000078579	FGF20 PPI subnetwork
ENSG00000078668	VDAC3 PPI subnetwork
ENSG00000078674	PCM1 PPI subnetwork
ENSG00000078699	CBFA2T2 PPI subnetwork
ENSG00000078747	ITCH PPI subnetwork
ENSG00000078808	SDF4 PPI subnetwork
ENSG00000078900	TP73 PPI subnetwork
ENSG00000078902	TOLLIP PPI subnetwork
ENSG00000078967	UBE2D4 PPI subnetwork
ENSG00000079102	RUNX1T1 PPI subnetwork
ENSG00000079246	XRCC5 PPI subnetwork
ENSG00000079277	MKNK1 PPI subnetwork
ENSG00000079335	CDC14A PPI subnetwork
ENSG00000079385	CEACAM1 PPI subnetwork
ENSG00000079432	CIC PPI subnetwork
ENSG00000079435	LIPE PPI subnetwork
ENSG00000079459	FDFT1 PPI subnetwork
ENSG00000079462	PAFAH1B3 PPI subnetwork
ENSG00000079739	PGM1 PPI subnetwork
ENSG00000079785	DDX1 PPI subnetwork
ENSG00000079805	DNM2 PPI subnetwork
ENSG00000079819	EPB41L2 PPI subnetwork
ENSG00000079841	RIMS1 PPI subnetwork
ENSG00000079950	STX7 PPI subnetwork
ENSG00000080345	RIF1 PPI subnetwork
ENSG00000080503	SMARCA2 PPI subnetwork
ENSG00000080603	SRCAP PPI subnetwork
ENSG00000080608	KIAA0020 PPI subnetwork
ENSG00000080802	CNOT4 PPI subnetwork
ENSG00000080815	PSEN1 PPI subnetwork
ENSG00000080819	CPOX PPI subnetwork
ENSG00000080824	HSP90AA1 PPI subnetwork
ENSG00000080839	RBL1 PPI subnetwork
ENSG00000080845	DLGAP4 PPI subnetwork
ENSG00000080986	NDC80 PPI subnetwork
ENSG00000081014	AP4E1 PPI subnetwork
ENSG00000081019	RSBN1 PPI subnetwork
ENSG00000081026	MAGI3 PPI subnetwork
ENSG00000081052	COL4A4 PPI subnetwork
ENSG00000081189	MEF2C PPI subnetwork
ENSG00000081237	PTPRC PPI subnetwork
ENSG00000081248	CACNA1S PPI subnetwork
ENSG00000081377	CDC14B PPI subnetwork
ENSG00000081479	LRP2 PPI subnetwork
ENSG00000081800	SLC13A1 PPI subnetwork
ENSG00000081985	IL12RB2 PPI subnetwork
ENSG00000082014	SMARCD3 PPI subnetwork
ENSG00000082074	FYB PPI subnetwork
ENSG00000082146	STRADB PPI subnetwork
ENSG00000082175	PGR PPI subnetwork
ENSG00000082258	CCNT2 PPI subnetwork
ENSG00000082397	EPB41L3 PPI subnetwork
ENSG00000082458	DLG3 PPI subnetwork
ENSG00000082512	TRAF5 PPI subnetwork
ENSG00000082516	GEMIN5 PPI subnetwork
ENSG00000082641	NFE2L1 PPI subnetwork
ENSG00000082701	GSK3B PPI subnetwork
ENSG00000082781	ITGB5 PPI subnetwork
ENSG00000082805	ERC1 PPI subnetwork
ENSG00000082898	XPO1 PPI subnetwork
ENSG00000083093	PALB2 PPI subnetwork
ENSG00000083168	KAT6A PPI subnetwork
ENSG00000083290	ULK2 PPI subnetwork
ENSG00000083312	TNPO1 PPI subnetwork
ENSG00000083520	DIS3 PPI subnetwork
ENSG00000083544	TDRD3 PPI subnetwork
ENSG00000083642	PDS5B PPI subnetwork
ENSG00000083750	RRAGB PPI subnetwork
ENSG00000083845	RPS5 PPI subnetwork
ENSG00000083857	FAT1 PPI subnetwork
ENSG00000083896	YTHDC1 PPI subnetwork
ENSG00000084073	ZMPSTE24 PPI subnetwork
ENSG00000084092	NOA1 PPI subnetwork
ENSG00000084207	GSTP1 PPI subnetwork
ENSG00000084234	APLP2 PPI subnetwork
ENSG00000084463	WBP11 PPI subnetwork
ENSG00000084623	EIF3I PPI subnetwork
ENSG00000084674	APOB PPI subnetwork
ENSG00000084676	NCOA1 PPI subnetwork
ENSG00000084733	RAB10 PPI subnetwork
ENSG00000084754	HADHA PPI subnetwork
ENSG00000084774	CAD PPI subnetwork
ENSG00000085063	CD59 PPI subnetwork
ENSG00000085117	CD82 PPI subnetwork
ENSG00000085224	ATRX PPI subnetwork
ENSG00000085231	TAF9 PPI subnetwork
ENSG00000085274	MYNN PPI subnetwork
ENSG00000085276	MECOM PPI subnetwork
ENSG00000085365	ENSG00000085365 PPI subnetwork
ENSG00000085415	SEH1L PPI subnetwork
ENSG00000085511	MAP3K4 PPI subnetwork
ENSG00000085563	ABCB1 PPI subnetwork
ENSG00000085662	AKR1B1 PPI subnetwork
ENSG00000085721	RRN3 PPI subnetwork
ENSG00000085733	CTTN PPI subnetwork
ENSG00000085741	WNT11 PPI subnetwork
ENSG00000085760	MTIF2 PPI subnetwork
ENSG00000085832	EPS15 PPI subnetwork
ENSG00000085840	ORC1 PPI subnetwork
ENSG00000085872	CHERP PPI subnetwork
ENSG00000085978	ATG16L1 PPI subnetwork
ENSG00000085999	RAD54L PPI subnetwork
ENSG00000086015	MAST2 PPI subnetwork
ENSG00000086061	DNAJA1 PPI subnetwork
ENSG00000086065	CHMP5 PPI subnetwork
ENSG00000086102	NFX1 PPI subnetwork
ENSG00000086189	DIMT1 PPI subnetwork
ENSG00000086205	FOLH1 PPI subnetwork
ENSG00000086232	EIF2AK1 PPI subnetwork
ENSG00000086475	SEPHS1 PPI subnetwork
ENSG00000086589	RBM22 PPI subnetwork
ENSG00000086598	TMED2 PPI subnetwork
ENSG00000086619	ERO1LB PPI subnetwork
ENSG00000086758	HUWE1 PPI subnetwork
ENSG00000086827	ZW10 PPI subnetwork
ENSG00000087008	ACOX3 PPI subnetwork
ENSG00000087074	PPP1R15A PPI subnetwork
ENSG00000087077	TRIP6 PPI subnetwork
ENSG00000087086	FTL PPI subnetwork
ENSG00000087088	BAX PPI subnetwork
ENSG00000087095	NLK PPI subnetwork
ENSG00000087111	PIGS PPI subnetwork
ENSG00000087152	ATXN7L3 PPI subnetwork
ENSG00000087157	PGS1 PPI subnetwork
ENSG00000087191	PSMC5 PPI subnetwork
ENSG00000087245	MMP2 PPI subnetwork
ENSG00000087250	MT3 PPI subnetwork
ENSG00000087258	GNAO1 PPI subnetwork
ENSG00000087263	OGFOD1 PPI subnetwork
ENSG00000087266	SH3BP2 PPI subnetwork
ENSG00000087269	NOP14 PPI subnetwork
ENSG00000087274	ADD1 PPI subnetwork
ENSG00000087302	C14orf166 PPI subnetwork
ENSG00000087303	NID2 PPI subnetwork
ENSG00000087338	GMCL1 PPI subnetwork
ENSG00000087365	SF3B2 PPI subnetwork
ENSG00000087460	GNAS PPI subnetwork
ENSG00000087470	DNM1L PPI subnetwork
ENSG00000087586	AURKA PPI subnetwork
ENSG00000087903	RFX2 PPI subnetwork
ENSG00000088035	ALG6 PPI subnetwork
ENSG00000088038	CNOT3 PPI subnetwork
ENSG00000088179	PTPN4 PPI subnetwork
ENSG00000088205	DDX18 PPI subnetwork
ENSG00000088247	KHSRP PPI subnetwork
ENSG00000088256	GNA11 PPI subnetwork
ENSG00000088305	DNMT3B PPI subnetwork
ENSG00000088320	REM1 PPI subnetwork
ENSG00000088356	PDRG1 PPI subnetwork
ENSG00000088367	EPB41L1 PPI subnetwork
ENSG00000088538	DOCK3 PPI subnetwork
ENSG00000088826	SMOX PPI subnetwork
ENSG00000088832	FKBP1A PPI subnetwork
ENSG00000088833	NSFL1C PPI subnetwork
ENSG00000088926	F11 PPI subnetwork
ENSG00000088930	XRN2 PPI subnetwork
ENSG00000088986	DYNLL1 PPI subnetwork
ENSG00000089009	RPL6 PPI subnetwork
ENSG00000089022	MAPKAPK5 PPI subnetwork
ENSG00000089041	P2RX7 PPI subnetwork
ENSG00000089048	ESF1 PPI subnetwork
ENSG00000089053	ANAPC5 PPI subnetwork
ENSG00000089094	KDM2B PPI subnetwork
ENSG00000089154	GCN1L1 PPI subnetwork
ENSG00000089157	RPLP0 PPI subnetwork
ENSG00000089159	PXN PPI subnetwork
ENSG00000089169	RPH3A PPI subnetwork
ENSG00000089199	CHGB PPI subnetwork
ENSG00000089220	PEBP1 PPI subnetwork
ENSG00000089234	BRAP PPI subnetwork
ENSG00000089250	NOS1 PPI subnetwork
ENSG00000089280	FUS PPI subnetwork
ENSG00000089289	IGBP1 PPI subnetwork
ENSG00000089351	GRAMD1A PPI subnetwork
ENSG00000089597	GANAB PPI subnetwork
ENSG00000089685	BIRC5 PPI subnetwork
ENSG00000089693	MLF2 PPI subnetwork
ENSG00000089737	DDX24 PPI subnetwork
ENSG00000089818	NECAP1 PPI subnetwork
ENSG00000089902	RCOR1 PPI subnetwork
ENSG00000090006	LTBP4 PPI subnetwork
ENSG00000090020	SLC9A1 PPI subnetwork
ENSG00000090054	SPTLC1 PPI subnetwork
ENSG00000090060	PAPOLA PPI subnetwork
ENSG00000090061	CCNK PPI subnetwork
ENSG00000090104	RGS1 PPI subnetwork
ENSG00000090266	NDUFB2 PPI subnetwork
ENSG00000090273	NUDC PPI subnetwork
ENSG00000090339	ICAM1 PPI subnetwork
ENSG00000090372	STRN4 PPI subnetwork
ENSG00000090382	LYZ PPI subnetwork
ENSG00000090470	PDCD7 PPI subnetwork
ENSG00000090487	SPG21 PPI subnetwork
ENSG00000090520	DNAJB11 PPI subnetwork
ENSG00000090539	CHRD PPI subnetwork
ENSG00000090615	GOLGA3 PPI subnetwork
ENSG00000090621	PABPC4 PPI subnetwork
ENSG00000090659	CD209 PPI subnetwork
ENSG00000090776	EFNB1 PPI subnetwork
ENSG00000090861	AARS PPI subnetwork
ENSG00000090863	GLG1 PPI subnetwork
ENSG00000090989	EXOC1 PPI subnetwork
ENSG00000091073	ENSG00000091073 PPI subnetwork
ENSG00000091106	NLRC4 PPI subnetwork
ENSG00000091127	PUS7 PPI subnetwork
ENSG00000091129	NRCAM PPI subnetwork
ENSG00000091136	LAMB1 PPI subnetwork
ENSG00000091140	DLD PPI subnetwork
ENSG00000091181	IL5RA PPI subnetwork
ENSG00000091409	ITGA6 PPI subnetwork
ENSG00000091428	RAPGEF4 PPI subnetwork
ENSG00000091436	ENSG00000091436 PPI subnetwork
ENSG00000091483	FH PPI subnetwork
ENSG00000091513	TF PPI subnetwork
ENSG00000091536	MYO15A PPI subnetwork
ENSG00000091592	NLRP1 PPI subnetwork
ENSG00000091651	ORC6 PPI subnetwork
ENSG00000091704	CPA1 PPI subnetwork
ENSG00000091831	ESR1 PPI subnetwork
ENSG00000092010	PSME1 PPI subnetwork
ENSG00000092054	MYH7 PPI subnetwork
ENSG00000092067	CEBPE PPI subnetwork
ENSG00000092094	OSGEP PPI subnetwork
ENSG00000092098	RNF31 PPI subnetwork
ENSG00000092108	SCFD1 PPI subnetwork
ENSG00000092199	HNRNPC PPI subnetwork
ENSG00000092201	SUPT16H PPI subnetwork
ENSG00000092203	TOX4 PPI subnetwork
ENSG00000092208	GEMIN2 PPI subnetwork
ENSG00000092330	TINF2 PPI subnetwork
ENSG00000092439	TRPM7 PPI subnetwork
ENSG00000092470	WDR76 PPI subnetwork
ENSG00000092529	CAPN3 PPI subnetwork
ENSG00000092531	SNAP23 PPI subnetwork
ENSG00000092621	PHGDH PPI subnetwork
ENSG00000092820	EZR PPI subnetwork
ENSG00000092841	MYL6 PPI subnetwork
ENSG00000092847	EIF2C1 PPI subnetwork
ENSG00000092850	TEKT2 PPI subnetwork
ENSG00000092853	CLSPN PPI subnetwork
ENSG00000092964	DPYSL2 PPI subnetwork
ENSG00000092969	TGFB2 PPI subnetwork
ENSG00000093000	NUP50 PPI subnetwork
ENSG00000093009	CDC45 PPI subnetwork
ENSG00000093100	ENSG00000093100 PPI subnetwork
ENSG00000093167	LRRFIP2 PPI subnetwork
ENSG00000093217	XYLB PPI subnetwork
ENSG00000094631	HDAC6 PPI subnetwork
ENSG00000094796	KRT31 PPI subnetwork
ENSG00000094804	CDC6 PPI subnetwork
ENSG00000094880	CDC23 PPI subnetwork
ENSG00000094914	AAAS PPI subnetwork
ENSG00000094916	CBX5 PPI subnetwork
ENSG00000095002	MSH2 PPI subnetwork
ENSG00000095015	MAP3K1 PPI subnetwork
ENSG00000095066	HOOK2 PPI subnetwork
ENSG00000095139	ARCN1 PPI subnetwork
ENSG00000095261	PSMD5 PPI subnetwork
ENSG00000095319	NUP188 PPI subnetwork
ENSG00000095380	NANS PPI subnetwork
ENSG00000095485	CWF19L1 PPI subnetwork
ENSG00000095564	BTAF1 PPI subnetwork
ENSG00000095585	BLNK PPI subnetwork
ENSG00000095637	SORBS1 PPI subnetwork
ENSG00000095752	IL11 PPI subnetwork
ENSG00000095794	CREM PPI subnetwork
ENSG00000096060	FKBP5 PPI subnetwork
ENSG00000096063	SRPK1 PPI subnetwork
ENSG00000096150	RPS18 PPI subnetwork
ENSG00000096155	BAG6 PPI subnetwork
ENSG00000096171	VARS PPI subnetwork
ENSG00000096238	ENSG00000096238 PPI subnetwork
ENSG00000096401	CDC5L PPI subnetwork
ENSG00000096433	ITPR3 PPI subnetwork
ENSG00000096467	ENSG00000096467 PPI subnetwork
ENSG00000096696	DSP PPI subnetwork
ENSG00000096717	SIRT1 PPI subnetwork
ENSG00000096746	HNRNPH3 PPI subnetwork
ENSG00000096968	JAK2 PPI subnetwork
ENSG00000096996	IL12RB1 PPI subnetwork
ENSG00000097007	ABL1 PPI subnetwork
ENSG00000097033	SH3GLB1 PPI subnetwork
ENSG00000097046	CDC7 PPI subnetwork
ENSG00000099139	PCSK5 PPI subnetwork
ENSG00000099194	SCD PPI subnetwork
ENSG00000099204	ABLIM1 PPI subnetwork
ENSG00000099246	RAB18 PPI subnetwork
ENSG00000099250	NRP1 PPI subnetwork
ENSG00000099308	MAST3 PPI subnetwork
ENSG00000099331	MYO9B PPI subnetwork
ENSG00000099341	PSMD8 PPI subnetwork
ENSG00000099365	STX1B PPI subnetwork
ENSG00000099381	SETD1A PPI subnetwork
ENSG00000099389	ENSG00000099389 PPI subnetwork
ENSG00000099399	MAGEB2 PPI subnetwork
ENSG00000099622	CIRBP PPI subnetwork
ENSG00000099624	ATP5D PPI subnetwork
ENSG00000099725	ENSG00000099725 PPI subnetwork
ENSG00000099783	HNRNPM PPI subnetwork
ENSG00000099795	NDUFB7 PPI subnetwork
ENSG00000099797	TECR PPI subnetwork
ENSG00000099800	TIMM13 PPI subnetwork
ENSG00000099804	CDC34 PPI subnetwork
ENSG00000099810	MTAP PPI subnetwork
ENSG00000099817	POLR2E PPI subnetwork
ENSG00000099860	GADD45B PPI subnetwork
ENSG00000099864	PALM PPI subnetwork
ENSG00000099875	MKNK2 PPI subnetwork
ENSG00000099882	ENSG00000099882 PPI subnetwork
ENSG00000099901	RANBP1 PPI subnetwork
ENSG00000099917	MED15 PPI subnetwork
ENSG00000099937	SERPIND1 PPI subnetwork
ENSG00000099940	SNAP29 PPI subnetwork
ENSG00000099942	CRKL PPI subnetwork
ENSG00000099956	SMARCB1 PPI subnetwork
ENSG00000099960	SLC7A4 PPI subnetwork
ENSG00000099964	ENSG00000099964 PPI subnetwork
ENSG00000099985	OSM PPI subnetwork
ENSG00000099991	CABIN1 PPI subnetwork
ENSG00000099995	SF3A1 PPI subnetwork
ENSG00000100014	SPECC1L PPI subnetwork
ENSG00000100028	SNRPD3 PPI subnetwork
ENSG00000100029	PES1 PPI subnetwork
ENSG00000100030	MAPK1 PPI subnetwork
ENSG00000100034	PPM1F PPI subnetwork
ENSG00000100038	TOP3B PPI subnetwork
ENSG00000100056	DGCR14 PPI subnetwork
ENSG00000100075	SLC25A1 PPI subnetwork
ENSG00000100079	LGALS2 PPI subnetwork
ENSG00000100083	GGA1 PPI subnetwork
ENSG00000100084	HIRA PPI subnetwork
ENSG00000100097	LGALS1 PPI subnetwork
ENSG00000100105	PATZ1 PPI subnetwork
ENSG00000100109	TFIP11 PPI subnetwork
ENSG00000100129	EIF3L PPI subnetwork
ENSG00000100138	NHP2L1 PPI subnetwork
ENSG00000100142	POLR2F PPI subnetwork
ENSG00000100146	SOX10 PPI subnetwork
ENSG00000100150	DEPDC5 PPI subnetwork
ENSG00000100151	PICK1 PPI subnetwork
ENSG00000100162	CENPM PPI subnetwork
ENSG00000100167	SEPT3 PPI subnetwork
ENSG00000100170	SLC5A1 PPI subnetwork
ENSG00000100181	ENSG00000100181 PPI subnetwork
ENSG00000100201	DDX17 PPI subnetwork
ENSG00000100206	DMC1 PPI subnetwork
ENSG00000100227	POLDIP3 PPI subnetwork
ENSG00000100239	PPP6R2 PPI subnetwork
ENSG00000100241	SBF1 PPI subnetwork
ENSG00000100242	SUN2 PPI subnetwork
ENSG00000100253	MIOX PPI subnetwork
ENSG00000100266	PACSIN2 PPI subnetwork
ENSG00000100280	AP1B1 PPI subnetwork
ENSG00000100284	TOM1 PPI subnetwork
ENSG00000100285	NEFH PPI subnetwork
ENSG00000100288	CHKB PPI subnetwork
ENSG00000100292	HMOX1 PPI subnetwork
ENSG00000100294	MCAT PPI subnetwork
ENSG00000100297	MCM5 PPI subnetwork
ENSG00000100299	ARSA PPI subnetwork
ENSG00000100302	RASD2 PPI subnetwork
ENSG00000100304	TTLL12 PPI subnetwork
ENSG00000100311	PDGFB PPI subnetwork
ENSG00000100316	RPL3 PPI subnetwork
ENSG00000100320	RBFOX2 PPI subnetwork
ENSG00000100321	SYNGR1 PPI subnetwork
ENSG00000100324	TAB1 PPI subnetwork
ENSG00000100325	ASCC2 PPI subnetwork
ENSG00000100342	APOL1 PPI subnetwork
ENSG00000100345	MYH9 PPI subnetwork
ENSG00000100346	CACNA1I PPI subnetwork
ENSG00000100347	SAMM50 PPI subnetwork
ENSG00000100351	GRAP2 PPI subnetwork
ENSG00000100353	EIF3D PPI subnetwork
ENSG00000100354	TNRC6B PPI subnetwork
ENSG00000100364	KIAA0930 PPI subnetwork
ENSG00000100365	NCF4 PPI subnetwork
ENSG00000100368	CSF2RB PPI subnetwork
ENSG00000100380	ST13 PPI subnetwork
ENSG00000100385	IL2RB PPI subnetwork
ENSG00000100387	RBX1 PPI subnetwork
ENSG00000100393	EP300 PPI subnetwork
ENSG00000100395	L3MBTL2 PPI subnetwork
ENSG00000100401	RANGAP1 PPI subnetwork
ENSG00000100410	PHF5A PPI subnetwork
ENSG00000100412	ACO2 PPI subnetwork
ENSG00000100413	POLR3H PPI subnetwork
ENSG00000100448	CTSG PPI subnetwork
ENSG00000100453	GZMB PPI subnetwork
ENSG00000100461	RBM23 PPI subnetwork
ENSG00000100462	PRMT5 PPI subnetwork
ENSG00000100479	POLE2 PPI subnetwork
ENSG00000100485	SOS2 PPI subnetwork
ENSG00000100490	CDKL1 PPI subnetwork
ENSG00000100503	NIN PPI subnetwork
ENSG00000100504	PYGL PPI subnetwork
ENSG00000100505	TRIM9 PPI subnetwork
ENSG00000100519	PSMC6 PPI subnetwork
ENSG00000100522	GNPNAT1 PPI subnetwork
ENSG00000100554	ATP6V1D PPI subnetwork
ENSG00000100567	PSMA3 PPI subnetwork
ENSG00000100568	VTI1B PPI subnetwork
ENSG00000100591	AHSA1 PPI subnetwork
ENSG00000100596	SPTLC2 PPI subnetwork
ENSG00000100599	RIN3 PPI subnetwork
ENSG00000100603	SNW1 PPI subnetwork
ENSG00000100612	DHRS7 PPI subnetwork
ENSG00000100614	PPM1A PPI subnetwork
ENSG00000100632	ERH PPI subnetwork
ENSG00000100644	HIF1A PPI subnetwork
ENSG00000100650	SRSF5 PPI subnetwork
ENSG00000100664	EIF5 PPI subnetwork
ENSG00000100697	DICER1 PPI subnetwork
ENSG00000100714	MTHFD1 PPI subnetwork
ENSG00000100722	ZC3H14 PPI subnetwork
ENSG00000100726	TELO2 PPI subnetwork
ENSG00000100749	VRK1 PPI subnetwork
ENSG00000100764	PSMC1 PPI subnetwork
ENSG00000100767	PAPLN PPI subnetwork
ENSG00000100784	RPS6KA5 PPI subnetwork
ENSG00000100796	SMEK1 PPI subnetwork
ENSG00000100804	PSMB5 PPI subnetwork
ENSG00000100811	YY1 PPI subnetwork
ENSG00000100813	ACIN1 PPI subnetwork
ENSG00000100815	TRIP11 PPI subnetwork
ENSG00000100823	APEX1 PPI subnetwork
ENSG00000100836	PABPN1 PPI subnetwork
ENSG00000100842	EFS PPI subnetwork
ENSG00000100852	ARHGAP5 PPI subnetwork
ENSG00000100867	DHRS2 PPI subnetwork
ENSG00000100883	SRP54 PPI subnetwork
ENSG00000100888	CHD8 PPI subnetwork
ENSG00000100902	PSMA6 PPI subnetwork
ENSG00000100906	NFKBIA PPI subnetwork
ENSG00000100911	PSME2 PPI subnetwork
ENSG00000100926	TM9SF1 PPI subnetwork
ENSG00000100931	ENSG00000100931 PPI subnetwork
ENSG00000100934	SEC23A PPI subnetwork
ENSG00000100941	PNN PPI subnetwork
ENSG00000100949	RABGGTA PPI subnetwork
ENSG00000100968	NFATC4 PPI subnetwork
ENSG00000100985	MMP9 PPI subnetwork
ENSG00000100994	PYGB PPI subnetwork
ENSG00000101003	GINS1 PPI subnetwork
ENSG00000101004	NINL PPI subnetwork
ENSG00000101017	CD40 PPI subnetwork
ENSG00000101040	ZMYND8 PPI subnetwork
ENSG00000101057	MYBL2 PPI subnetwork
ENSG00000101076	HNF4A PPI subnetwork
ENSG00000101082	SLA2 PPI subnetwork
ENSG00000101084	C20orf24 PPI subnetwork
ENSG00000101096	NFATC2 PPI subnetwork
ENSG00000101109	STK4 PPI subnetwork
ENSG00000101132	PFDN4 PPI subnetwork
ENSG00000101138	CSTF1 PPI subnetwork
ENSG00000101144	BMP7 PPI subnetwork
ENSG00000101146	RAE1 PPI subnetwork
ENSG00000101150	TPD52L2 PPI subnetwork
ENSG00000101152	DNAJC5 PPI subnetwork
ENSG00000101158	TH1L PPI subnetwork
ENSG00000101160	CTSZ PPI subnetwork
ENSG00000101161	PRPF6 PPI subnetwork
ENSG00000101182	PSMA7 PPI subnetwork
ENSG00000101189	C20orf20 PPI subnetwork
ENSG00000101199	ARFGAP1 PPI subnetwork
ENSG00000101204	CHRNA4 PPI subnetwork
ENSG00000101210	EEF1A2 PPI subnetwork
ENSG00000101213	PTK6 PPI subnetwork
ENSG00000101224	CDC25B PPI subnetwork
ENSG00000101246	ARFRP1 PPI subnetwork
ENSG00000101255	TRIB3 PPI subnetwork
ENSG00000101265	RASSF2 PPI subnetwork
ENSG00000101266	CSNK2A1 PPI subnetwork
ENSG00000101306	MYLK2 PPI subnetwork
ENSG00000101331	C20orf160 PPI subnetwork
ENSG00000101333	PLCB4 PPI subnetwork
ENSG00000101336	HCK PPI subnetwork
ENSG00000101343	CRNKL1 PPI subnetwork
ENSG00000101349	PAK7 PPI subnetwork
ENSG00000101350	KIF3B PPI subnetwork
ENSG00000101361	NOP56 PPI subnetwork
ENSG00000101365	IDH3B PPI subnetwork
ENSG00000101367	MAPRE1 PPI subnetwork
ENSG00000101400	SNTA1 PPI subnetwork
ENSG00000101412	E2F1 PPI subnetwork
ENSG00000101413	RPRD1B PPI subnetwork
ENSG00000101421	CHMP4B PPI subnetwork
ENSG00000101439	CST3 PPI subnetwork
ENSG00000101442	ACTR5 PPI subnetwork
ENSG00000101444	AHCY PPI subnetwork
ENSG00000101452	DHX35 PPI subnetwork
ENSG00000101473	ACOT8 PPI subnetwork
ENSG00000101557	USP14 PPI subnetwork
ENSG00000101558	VAPA PPI subnetwork
ENSG00000101608	MYL12A PPI subnetwork
ENSG00000101654	RNMT PPI subnetwork
ENSG00000101665	SMAD7 PPI subnetwork
ENSG00000101680	LAMA1 PPI subnetwork
ENSG00000101745	ANKRD12 PPI subnetwork
ENSG00000101751	POLI PPI subnetwork
ENSG00000101773	RBBP8 PPI subnetwork
ENSG00000101811	CSTF2 PPI subnetwork
ENSG00000101843	PSMD10 PPI subnetwork
ENSG00000101849	TBL1X PPI subnetwork
ENSG00000101856	PGRMC1 PPI subnetwork
ENSG00000101868	POLA1 PPI subnetwork
ENSG00000101901	ALG13 PPI subnetwork
ENSG00000101945	SUV39H1 PPI subnetwork
ENSG00000101966	XIAP PPI subnetwork
ENSG00000101977	MCF2 PPI subnetwork
ENSG00000101997	CCDC22 PPI subnetwork
ENSG00000102001	CACNA1F PPI subnetwork
ENSG00000102003	SYP PPI subnetwork
ENSG00000102007	PLP2 PPI subnetwork
ENSG00000102010	BMX PPI subnetwork
ENSG00000102024	PLS3 PPI subnetwork
ENSG00000102030	NAA10 PPI subnetwork
ENSG00000102054	RBBP7 PPI subnetwork
ENSG00000102081	FMR1 PPI subnetwork
ENSG00000102096	PIM2 PPI subnetwork
ENSG00000102103	PQBP1 PPI subnetwork
ENSG00000102109	PCSK1N PPI subnetwork
ENSG00000102119	EMD PPI subnetwork
ENSG00000102144	PGK1 PPI subnetwork
ENSG00000102145	GATA1 PPI subnetwork
ENSG00000102158	MAGT1 PPI subnetwork
ENSG00000102189	EEA1 PPI subnetwork
ENSG00000102218	RP2 PPI subnetwork
ENSG00000102225	CDK16 PPI subnetwork
ENSG00000102226	USP11 PPI subnetwork
ENSG00000102241	HTATSF1 PPI subnetwork
ENSG00000102309	PIN4 PPI subnetwork
ENSG00000102312	PORCN PPI subnetwork
ENSG00000102362	SYTL4 PPI subnetwork
ENSG00000102384	CENPI PPI subnetwork
ENSG00000102387	TAF7L PPI subnetwork
ENSG00000102391	ENSG00000102391 PPI subnetwork
ENSG00000102468	HTR2A PPI subnetwork
ENSG00000102554	KLF5 PPI subnetwork
ENSG00000102572	STK24 PPI subnetwork
ENSG00000102580	DNAJC3 PPI subnetwork
ENSG00000102606	ARHGEF7 PPI subnetwork
ENSG00000102678	FGF9 PPI subnetwork
ENSG00000102683	SGCG PPI subnetwork
ENSG00000102753	KPNA3 PPI subnetwork
ENSG00000102755	FLT1 PPI subnetwork
